host_time,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_uT,my_uT,mz_uT,temp_C,press_hPa,alt_m
2026-07-01 13:56:58,626247,0.528,-1.620,0.436,63.870,-119.252,-15.481,-25.07,25.60,15.15,26.50,998.49,123.62
2026-07-01 13:56:58,626462,0.126,-0.537,-0.592,-161.168,-76.260,-90.076,-47.23,-2.56,22.29,26.50,998.61,122.61
2026-07-01 13:56:59,626677,0.410,-0.799,-0.387,19.840,43.176,182.427,-49.60,4.00,19.09,26.50,998.49,123.62
2026-07-01 13:56:59,626892,0.360,-1.199,-0.073,58.878,16.366,26.374,-31.52,26.29,16.35,26.50,998.52,123.37
2026-07-01 13:56:59,627107,0.312,-0.897,0.075,-4.076,9.756,0.412,-28.93,29.25,17.76,26.50,998.63,122.44
2026-07-01 13:56:59,627322,0.164,-1.003,-0.042,-2.290,-0.244,4.282,-28.64,29.31,18.00,26.50,998.60,122.69
2026-07-01 13:56:59,627537,0.166,-0.993,-0.041,-3.351,0.260,0.237,-28.53,30.53,18.24,26.50,998.52,123.37
2026-07-01 13:57:00,627752,0.148,-1.005,-0.031,-2.023,-0.221,2.420,-28.13,29.63,18.48,26.50,998.46,123.87
2026-07-01 13:57:00,627967,0.192,-0.954,-0.028,-2.214,-0.771,5.481,-28.08,30.53,18.43,26.50,998.52,123.37
2026-07-01 13:57:00,628182,0.144,-1.010,-0.035,-2.206,0.260,0.679,-27.89,30.21,17.84,26.60,998.60,122.69
2026-07-01 13:57:00,628397,0.137,-1.016,-0.032,-2.321,0.015,1.321,-27.87,30.83,18.48,26.60,998.66,122.19
2026-07-01 13:57:01,628612,0.139,-1.013,-0.037,-2.275,0.244,0.656,-27.79,30.96,18.13,26.50,998.52,123.37
2026-07-01 13:57:01,628827,0.132,-1.017,-0.041,-2.626,0.221,0.656,-27.79,30.29,18.11,26.60,998.55,123.11
2026-07-01 13:57:01,629042,0.121,-1.019,-0.039,-2.740,0.160,0.664,-27.47,30.40,18.03,26.60,998.52,123.37
2026-07-01 13:57:01,629257,0.123,-1.018,-0.032,-2.450,0.115,0.565,-27.60,30.96,18.29,26.60,998.55,123.11
2026-07-01 13:57:01,629472,0.122,-1.017,-0.045,-2.382,0.168,0.603,-27.47,30.80,17.87,26.60,998.52,123.37
2026-07-01 13:57:02,629687,0.124,-1.022,-0.034,-3.176,0.183,0.634,-27.25,30.16,18.19,26.60,998.46,123.87
2026-07-01 13:57:02,629902,0.121,-1.017,-0.042,-2.046,0.275,0.618,-27.44,30.48,18.48,26.50,998.55,123.11
2026-07-01 13:57:02,630117,0.121,-1.012,-0.033,-2.733,0.229,0.611,-27.28,31.07,18.48,26.60,998.60,122.69
2026-07-01 13:57:02,630332,0.129,-1.018,-0.036,-2.740,0.260,0.534,-27.39,30.75,18.40,26.60,998.60,122.69
2026-07-01 13:57:02,630547,0.123,-1.015,-0.045,-2.366,0.038,0.542,-27.20,31.04,18.69,26.60,998.49,123.62
2026-07-01 13:57:03,630762,0.121,-1.019,-0.034,-2.092,0.351,0.290,-27.33,31.31,18.40,26.60,998.63,122.44
2026-07-01 13:57:03,630977,0.123,-1.019,-0.032,-2.710,0.176,0.412,-27.63,31.41,18.21,26.60,998.55,123.11
2026-07-01 13:57:03,631192,0.112,-1.019,-0.031,-2.534,0.198,0.588,-27.55,30.93,18.05,26.60,998.55,123.11
2026-07-01 13:57:03,631407,0.122,-1.017,-0.040,-2.298,0.160,0.198,-27.63,30.80,18.48,26.60,998.55,123.11
2026-07-01 13:57:04,631622,0.121,-1.019,-0.034,-2.840,0.092,0.420,-27.44,30.85,17.97,26.60,998.58,122.86
2026-07-01 13:57:04,631837,0.115,-1.012,-0.042,-2.756,0.344,-0.069,-27.92,30.80,18.40,26.60,998.52,123.37
2026-07-01 13:57:04,632052,0.121,-1.018,-0.035,-1.916,0.305,0.198,-27.52,31.07,18.21,26.60,998.55,123.11
2026-07-01 13:57:04,632267,0.122,-1.014,-0.039,-2.489,0.237,0.397,-27.92,31.15,18.21,26.60,998.52,123.37
