host_time,t_ms,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mx_uT,my_uT,mz_uT,temp_C,press_hPa,alt_m
2026-07-01 13:57:21,648822,0.113,-1.016,-0.036,-2.038,-0.015,0.321,-27.65,31.49,18.83,26.60,998.63,122.44
2026-07-01 13:57:21,649037,0.116,-1.015,-0.035,-2.809,0.374,0.344,-27.65,31.17,18.88,26.60,998.52,123.37
2026-07-01 13:57:21,649252,0.113,-1.016,-0.037,-2.252,0.076,0.069,-27.57,30.43,18.56,26.60,998.46,123.87
2026-07-01 13:57:21,649467,0.112,-1.019,-0.034,-2.611,0.313,0.183,-28.03,30.53,18.27,26.60,998.60,122.69
2026-07-01 13:57:22,649682,0.110,-1.023,-0.041,-1.634,0.137,0.565,-27.68,31.04,18.59,26.60,998.63,122.44
2026-07-01 13:57:22,649897,0.114,-1.012,-0.049,-2.260,0.084,0.481,-27.73,31.07,18.19,26.60,998.63,122.44
2026-07-01 13:57:22,650112,0.117,-1.017,-0.032,-2.405,0.229,0.244,-27.52,30.91,18.59,26.60,998.55,123.11
2026-07-01 13:57:22,650327,0.116,-1.014,-0.033,-2.573,0.267,0.313,-27.55,30.96,18.85,26.60,998.63,122.44
2026-07-01 13:57:22,650542,0.119,-1.016,-0.040,-2.061,0.015,0.290,-27.49,31.25,18.24,26.60,998.58,122.86
2026-07-01 13:57:23,650757,0.112,-1.022,-0.035,-2.267,0.244,0.023,-27.65,31.36,18.35,26.60,998.55,123.11
2026-07-01 13:57:23,650972,0.111,-1.016,-0.042,-2.290,0.168,0.473,-27.55,31.60,18.88,26.60,998.60,122.69
2026-07-01 13:57:23,651187,0.113,-1.020,-0.028,-2.374,0.145,0.351,-27.63,31.17,18.16,26.60,998.63,122.44
2026-07-01 13:57:23,651402,0.118,-1.017,-0.037,-2.168,-0.008,0.382,-27.71,31.07,18.45,26.60,998.58,122.86
2026-07-01 13:57:24,651617,0.112,-1.010,-0.029,-2.794,0.260,-0.221,-27.49,30.69,18.24,26.60,998.63,122.44
2026-07-01 13:57:24,651832,0.109,-1.017,-0.040,-1.901,0.015,0.298,-27.23,31.60,18.37,26.60,998.55,123.11
2026-07-01 13:57:24,652047,0.108,-1.000,-0.039,-2.023,0.847,-3.550,-27.36,30.99,18.32,26.60,998.58,122.86
2026-07-01 13:57:24,652262,-0.346,-1.335,-0.210,-0.435,-0.504,-51.031,-27.09,31.17,18.37,26.60,998.63,122.44
2026-07-01 13:57:24,652477,0.656,-1.011,-0.004,-95.611,-124.191,-161.756,-42.19,13.47,10.08,26.60,998.58,122.86
2026-07-01 13:57:25,652692,0.654,-0.293,-0.565,-36.397,-58.710,-80.634,-45.60,-12.64,24.80,26.60,998.52,123.37
2026-07-01 13:57:25,652907,0.779,-0.324,-0.672,-4.313,11.458,-15.771,-42.59,-13.49,29.63,26.60,998.49,123.62
2026-07-01 13:57:25,653122,0.654,-0.281,-0.638,-12.053,13.901,50.374,-42.72,-11.71,29.25,26.60,998.52,123.37
2026-07-01 13:57:25,653337,0.088,-1.600,-0.633,96.000,-250.137,170.412,-49.09,10.93,20.53,26.60,998.58,122.86
2026-07-01 13:57:25,653552,0.074,-1.069,0.107,82.198,33.122,-22.710,-30.13,33.65,14.05,26.60,998.55,123.11
2026-07-01 13:57:26,653767,0.196,-1.041,-0.054,-7.046,21.206,-17.779,-30.56,32.43,14.35,26.60,998.58,122.86
2026-07-01 13:57:26,653982,0.164,-1.040,-0.118,-5.573,7.137,38.130,-29.63,32.45,14.48,26.60,998.52,123.37
2026-07-01 13:57:26,654197,0.129,-1.069,-0.253,-62.580,-93.855,127.725,-27.89,32.75,13.47,26.60,998.49,123.62
2026-07-01 13:57:26,654412,-0.038,-1.118,-0.113,-38.718,-40.641,-6.901,-36.35,37.97,3.49,26.60,998.55,123.11
2026-07-01 13:57:27,654627,0.603,-0.821,0.103,97.260,39.252,-159.053,-51.47,9.07,-5.73,26.60,998.52,123.37
2026-07-01 13:57:27,654842,0.789,-0.189,0.010,69.359,-167.779,-250.137,-21.28,-29.73,-6.00,26.60,998.58,122.86
2026-07-01 13:57:27,655057,0.316,0.373,-0.802,201.221,-100.221,-161.733,18.19,-20.51,27.79,26.60,998.58,122.86
2026-07-01 13:57:27,655272,0.174,0.018,-1.220,-6.527,-13.779,109.908,0.00,-10.43,46.45,26.60,998.52,123.37
2026-07-01 13:57:27,655487,0.161,-0.045,-1.074,-30.969,17.176,10.267,-5.39,-10.24,48.19,26.60,998.43,124.12
2026-07-01 13:57:28,655702,0.167,0.178,-1.045,4.695,-7.672,13.328,-2.35,-11.09,47.49,26.60,998.52,123.37
2026-07-01 13:57:28,655917,0.148,0.062,-1.050,1.916,-2.763,5.603,-2.27,-11.65,46.72,26.60,998.55,123.11
2026-07-01 13:57:28,656132,0.177,0.117,-1.050,-10.000,4.954,-4.435,-2.03,-11.71,46.83,26.60,998.52,123.37
2026-07-01 13:57:28,656347,0.181,0.100,-1.090,-22.985,11.611,6.855,-1.63,-12.32,45.92,26.60,998.58,122.86
2026-07-01 13:57:29,656562,0.203,0.077,-1.025,-15.374,4.855,-0.214,-0.29,-13.33,44.83,26.60,998.63,122.44
2026-07-01 13:57:29,656777,0.221,0.149,-1.025,-7.099,13.611,14.458,1.63,-14.77,43.89,26.60,998.60,122.69
2026-07-01 13:57:29,656992,0.308,0.266,-1.030,-10.267,-3.496,-5.603,0.88,-14.85,43.79,26.60,998.58,122.86
2026-07-01 13:57:29,657207,0.340,0.284,-1.261,-25.420,3.969,-0.084,4.00,-14.83,43.36,26.60,998.60,122.69
2026-07-01 13:57:29,657422,0.163,0.230,-0.974,-53.282,-17.618,-52.870,10.56,-10.51,41.55,26.60,998.52,123.37
2026-07-01 13:57:30,657637,-0.031,0.533,-0.881,-35.809,-2.275,-1.977,18.64,-3.92,40.05,26.60,998.55,123.11
2026-07-01 13:57:30,657852,0.054,0.601,-0.768,0.168,17.511,-3.267,19.09,-2.51,40.19,26.60,998.55,123.11
2026-07-01 13:57:30,658067,0.001,0.343,-0.778,17.969,-19.489,-12.534,15.28,-2.85,42.29,26.60,998.49,123.62
2026-07-01 13:57:30,658282,0.011,0.568,-0.762,-2.573,-6.885,5.061,17.23,-0.32,41.97,26.60,998.46,123.87
2026-07-01 13:57:30,658497,-0.005,0.467,-0.923,-4.885,6.176,-0.450,16.91,-0.93,42.40,26.60,998.43,124.12
2026-07-01 13:57:31,658712,-0.023,0.453,-0.911,7.031,-3.176,5.725,17.01,-1.95,41.76,26.60,998.49,123.62
2026-07-01 13:57:31,658927,-0.120,0.403,-0.635,2.763,25.076,19.359,16.40,-3.15,42.11,26.60,998.49,123.62
2026-07-01 13:57:31,659142,0.404,0.463,-0.872,30.679,20.802,35.687,11.23,-13.73,39.97,26.60,998.58,122.86
2026-07-01 13:57:31,659357,0.331,0.338,-0.909,14.817,23.031,25.137,10.45,-18.43,35.71,26.60,998.49,123.62
2026-07-01 13:57:32,659572,0.429,0.410,-1.043,-1.489,-24.061,24.015,6.05,-20.93,37.41,26.60,998.58,122.86
2026-07-01 13:57:32,659787,0.402,0.336,-0.980,-1.107,2.214,-1.771,3.79,-19.97,38.69,26.60,998.60,122.69
2026-07-01 13:57:32,660002,0.331,0.261,-1.034,-3.237,6.519,6.824,4.16,-20.19,38.80,26.60,998.55,123.11
2026-07-01 13:57:32,660217,0.417,0.327,-0.952,-4.000,0.191,12.443,4.27,-20.99,37.68,26.60,998.55,123.11
2026-07-01 13:57:32,660432,0.422,0.337,-0.932,-12.985,16.168,30.832,3.25,-21.57,37.41,26.60,998.58,122.86
2026-07-01 13:57:33,660647,0.459,0.318,-0.902,5.817,9.366,-4.840,2.11,-23.65,36.27,26.60,998.52,123.37
2026-07-01 13:57:33,660862,0.911,0.107,-0.740,28.153,238.573,5.466,-4.69,-33.36,21.68,26.60,998.55,123.11
2026-07-01 13:57:33,661077,1.356,0.151,0.411,-21.863,170.931,45.901,-5.52,-27.23,-16.80,26.60,998.52,123.37
2026-07-01 13:57:33,661292,0.936,0.224,0.299,1.534,-2.382,-0.664,-5.71,-20.93,-24.08,26.60,998.58,122.86
2026-07-01 13:57:33,661507,0.976,0.170,0.286,-10.595,-4.611,-8.725,-5.31,-21.89,-23.73,26.60,998.60,122.69
2026-07-01 13:57:34,661722,1.032,0.174,0.278,-6.855,-14.542,-0.641,-4.83,-21.49,-23.79,26.60,998.60,122.69
2026-07-01 13:57:34,661937,1.151,0.305,0.181,8.649,-164.725,-26.145,-5.04,-26.93,-17.76,26.60,998.58,122.86
2026-07-01 13:57:34,662152,0.621,0.193,-0.471,68.977,-216.374,-146.718,2.19,-32.35,21.09,26.60,998.55,123.11
2026-07-01 13:57:34,662367,-0.037,-0.051,-1.005,42.366,-76.282,-82.359,3.01,-6.11,48.72,26.60,998.58,122.86
2026-07-01 13:57:35,662582,-0.072,-0.019,-1.118,-29.550,0.107,62.221,2.64,1.52,51.04,26.60,998.52,123.37
2026-07-01 13:57:35,662797,-0.138,0.203,-1.025,-27.656,46.099,60.878,6.05,-1.28,49.09,26.60,998.58,122.86
2026-07-01 13:57:35,663012,0.103,0.210,-0.995,4.954,-13.977,-44.794,6.27,-5.49,47.92,26.60,998.55,123.11
2026-07-01 13:57:35,663227,0.108,-0.081,-1.073,-20.939,24.641,-44.313,2.80,-1.36,51.71,26.60,998.55,123.11
2026-07-01 13:57:35,663442,0.425,-0.089,-0.837,-62.382,54.382,73.328,7.95,-1.17,49.33,26.60,998.55,123.11
2026-07-01 13:57:36,663657,0.272,0.417,-0.923,47.305,29.542,10.076,6.03,-3.17,49.36,26.60,998.49,123.62
2026-07-01 13:57:36,663872,0.208,-0.064,-0.959,-20.985,-3.603,-27.756,0.99,-6.77,49.25,26.60,998.58,122.86
2026-07-01 13:57:36,664087,0.112,0.049,-0.970,-37.634,-62.992,151.985,2.77,-4.43,49.12,26.60,998.49,123.62
2026-07-01 13:57:36,664302,-0.198,0.011,-0.922,-160.130,26.878,224.382,3.79,-6.61,47.60,26.60,998.60,122.69
2026-07-01 13:57:36,664517,0.205,0.558,-1.050,112.282,-0.481,-141.626,5.33,-13.52,42.80,26.60,998.49,123.62
2026-07-01 13:57:37,664732,0.225,0.006,-1.051,30.931,7.282,-22.366,0.27,-12.24,46.05,26.60,998.55,123.11
2026-07-01 13:57:37,664947,0.062,0.222,-1.029,-3.366,-17.740,14.053,0.11,-10.11,47.17,26.60,998.69,121.93
2026-07-01 13:57:37,665162,0.446,0.203,-0.959,-0.053,40.450,-18.427,0.11,-12.80,45.81,26.60,998.58,122.86
2026-07-01 13:57:37,665377,0.412,0.306,-0.946,2.275,-11.244,4.198,0.19,-14.13,45.39,26.60,998.43,124.12
2026-07-01 13:57:38,665592,0.241,0.127,-1.012,1.107,7.053,-2.733,-0.64,-13.60,44.91,26.60,998.66,122.19
2026-07-01 13:57:38,665807,0.191,0.100,-1.030,5.038,2.053,0.160,-1.01,-14.53,45.33,26.60,998.58,122.86
2026-07-01 13:57:38,666022,0.130,0.084,-1.029,-1.084,1.931,-3.107,-1.25,-14.37,45.01,26.60,998.52,123.37
2026-07-01 13:57:38,666237,0.199,0.121,-1.023,-1.511,5.107,-2.565,-1.55,-14.13,45.55,26.60,998.58,122.86
2026-07-01 13:57:38,666452,0.175,0.074,-1.036,-1.000,1.908,2.008,-1.95,-14.21,44.83,26.60,998.55,123.11
2026-07-01 13:57:39,666667,0.324,0.134,-1.040,12.695,-7.855,4.122,-0.40,-14.99,45.33,26.60,998.52,123.37
2026-07-01 13:57:39,666882,0.222,0.066,-1.071,-0.565,-9.405,-3.214,-0.88,-14.67,45.09,26.60,998.55,123.11
2026-07-01 13:57:39,667097,0.196,0.089,-1.014,1.511,-3.985,-0.084,-0.72,-14.56,45.31,26.60,998.60,122.69
2026-07-01 13:57:39,667312,0.219,0.106,-1.039,1.855,-5.137,-0.618,-0.77,-14.61,45.04,26.60,998.52,123.37
2026-07-01 13:57:39,667527,0.219,0.098,-1.022,-3.840,4.153,1.870,-1.33,-14.48,45.25,26.60,998.66,122.19
2026-07-01 13:57:40,667742,0.129,0.099,-1.030,0.748,-3.725,0.244,-1.39,-14.61,45.49,26.60,998.55,123.11
2026-07-01 13:57:40,667957,0.174,0.112,-1.010,1.557,-0.710,0.206,-1.79,-14.13,45.89,26.60,998.60,122.69
2026-07-01 13:57:40,668172,0.278,0.180,-1.009,-1.092,-5.305,-7.489,-1.73,-14.99,45.68,26.60,998.52,123.37
2026-07-01 13:57:40,668387,0.267,0.115,-0.989,-11.603,2.565,1.588,-1.52,-14.67,44.77,26.60,998.49,123.62
2026-07-01 13:57:41,668602,0.137,0.029,-1.071,-4.237,-3.275,4.740,-1.20,-14.29,45.20,26.60,998.49,123.62
2026-07-01 13:57:41,668817,0.238,0.084,-1.038,-1.076,1.679,-1.718,-1.60,-14.43,45.17,26.60,998.55,123.11
2026-07-01 13:57:41,669032,0.219,0.032,-1.048,-2.733,12.840,-2.542,-1.63,-14.35,45.68,26.60,998.60,122.69
2026-07-01 13:57:41,669247,0.212,0.085,-1.080,11.038,-1.550,-11.580,-1.79,-14.91,45.52,26.60,998.58,122.86
2026-07-01 13:57:41,669462,0.061,0.079,-1.053,6.389,-25.901,-6.603,-1.68,-12.00,46.83,26.60,998.63,122.44
2026-07-01 13:57:42,669677,0.248,0.046,-1.028,4.382,0.695,-0.557,-2.16,-12.29,46.48,26.60,998.52,123.37
2026-07-01 13:57:42,669892,0.151,-0.010,-1.064,-2.359,1.168,-1.244,-2.59,-12.16,47.04,26.60,998.58,122.86
2026-07-01 13:57:42,670107,0.150,0.015,-1.029,-1.557,1.397,0.450,-3.01,-12.13,46.80,26.60,998.55,123.11
2026-07-01 13:57:42,670322,0.098,-0.029,-1.066,-0.847,-2.901,0.321,-3.23,-11.97,47.33,26.60,998.58,122.86
2026-07-01 13:57:42,670537,0.152,-0.047,-1.062,-1.061,-1.702,-1.618,-3.09,-12.11,46.85,26.60,998.55,123.11
2026-07-01 13:57:43,670752,0.173,0.030,-1.019,-3.534,4.130,0.145,-3.20,-11.81,47.09,26.60,998.52,123.37
2026-07-01 13:57:43,670967,0.207,0.012,-1.032,1.679,-0.099,-0.664,-3.39,-12.40,46.67,26.60,998.55,123.11
2026-07-01 13:57:43,671182,0.156,-0.032,-1.042,-3.634,4.832,0.183,-3.47,-12.11,47.47,26.60,998.55,123.11
2026-07-01 13:57:43,671397,0.166,-0.031,-1.048,1.405,-0.366,-2.710,-3.52,-12.56,46.93,26.60,998.52,123.37
2026-07-01 13:57:44,671612,0.163,0.001,-1.039,-3.359,0.794,3.191,-3.65,-12.40,47.25,26.60,998.55,123.11
2026-07-01 13:57:44,671827,0.121,-0.036,-1.047,-3.321,0.321,-1.023,-3.55,-12.27,47.44,26.60,998.55,123.11
2026-07-01 13:57:44,672042,0.199,0.009,-1.025,-3.244,-2.580,6.115,-3.52,-12.72,46.91,26.60,998.58,122.86
2026-07-01 13:57:44,672257,-0.022,0.356,-0.812,28.282,135.481,-74.137,0.67,-17.95,42.00,26.60,998.52,123.37
2026-07-01 13:57:44,672472,0.669,0.391,-0.798,-88.427,60.718,-17.008,7.17,-27.01,28.45,26.60,998.49,123.62
2026-07-01 13:57:45,672687,0.889,-0.227,-0.958,-168.206,-72.115,250.130,9.55,-29.76,20.61,26.60,998.46,123.87
2026-07-01 13:57:45,672902,0.888,0.382,-0.365,-11.534,-45.328,30.008,-0.05,-35.60,15.79,26.60,998.55,123.11
2026-07-01 13:57:45,673117,0.878,0.359,-0.382,-14.443,13.282,11.733,-4.80,-35.84,14.99,26.60,998.58,122.86
2026-07-01 13:57:45,673332,0.951,0.328,-0.369,-7.420,6.992,2.626,-5.12,-36.21,13.65,26.60,998.49,123.62
2026-07-01 13:57:45,673547,0.901,0.356,-0.303,-2.710,17.901,-11.397,-4.83,-36.64,11.01,26.60,998.43,124.12
2026-07-01 13:57:46,673762,1.270,-0.138,-0.385,-44.252,-20.160,-169.855,-10.77,-37.81,3.55,26.60,998.58,122.86
2026-07-01 13:57:46,673977,0.973,0.732,0.109,120.176,11.664,-41.366,0.72,-33.07,-7.65,26.60,998.49,123.62
2026-07-01 13:57:46,674192,0.787,0.124,0.690,-59.641,158.183,33.267,-14.67,-11.92,-34.27,26.60,998.66,122.19
2026-07-01 13:57:46,674407,0.552,0.008,1.134,-12.115,239.336,117.084,-31.04,11.76,-37.07,26.60,998.58,122.86
2026-07-01 13:57:47,674622,-0.043,-0.275,0.883,-63.802,21.527,8.229,-31.95,33.89,-33.17,26.60,998.63,122.44
2026-07-01 13:57:47,674837,-0.051,-0.366,0.866,22.740,5.076,-4.053,-36.88,31.17,-31.41,26.60,998.58,122.86
2026-07-01 13:57:47,675052,-0.107,-0.378,0.924,-9.237,10.038,8.420,-35.81,33.25,-31.71,26.60,998.58,122.86
2026-07-01 13:57:47,675267,-0.221,-0.339,0.925,24.191,-0.718,-0.076,-33.79,38.77,-30.16,26.60,998.49,123.62
2026-07-01 13:57:47,675482,-0.232,-0.238,0.899,33.924,19.542,-13.046,-29.89,40.21,-32.51,26.60,998.40,124.38
2026-07-01 13:57:48,675697,-0.256,-0.189,0.916,-17.260,-4.214,-4.382,-28.29,40.11,-33.17,26.70,998.43,124.12
2026-07-01 13:57:48,675912,-0.224,-0.227,0.931,1.511,-16.496,-11.267,-30.03,37.49,-33.73,26.70,998.52,123.37
2026-07-01 13:57:48,676127,-0.200,-0.222,0.923,18.382,-1.160,-19.382,-29.63,36.85,-34.61,26.70,998.52,123.37
2026-07-01 13:57:48,676342,-0.170,-0.197,0.965,13.557,5.794,-45.748,-28.67,35.04,-35.73,26.70,998.58,122.86
2026-07-01 13:57:49,676557,-0.160,-0.257,0.953,-75.015,44.038,38.832,-31.23,32.75,-34.53,26.80,998.55,123.11
2026-07-01 13:57:49,676772,-0.231,-0.302,0.890,1.427,-22.282,-3.099,-35.60,35.81,-30.75,26.80,998.52,123.37
2026-07-01 13:57:49,676987,-0.215,-0.403,0.862,-30.450,1.344,6.137,-38.00,34.43,-29.73,26.80,998.52,123.37
2026-07-01 13:57:49,677202,-0.191,-0.383,0.877,28.931,-7.458,-8.588,-39.33,35.09,-28.88,26.80,998.52,123.37
2026-07-01 13:57:49,677417,-0.212,-0.411,0.884,-52.206,10.725,39.595,-38.43,35.71,-28.99,26.90,998.55,123.11
2026-07-01 13:57:50,677632,-0.249,-0.505,0.785,-18.702,-3.802,0.069,-41.73,38.72,-24.24,26.90,998.46,123.87
2026-07-01 13:57:50,677847,-0.222,-0.489,0.785,2.809,-19.061,-17.244,-42.37,37.31,-24.88,26.90,998.55,123.11
2026-07-01 13:57:50,678062,0.271,-0.049,0.885,47.679,-84.366,59.702,-42.37,30.27,-28.83,26.90,998.43,124.12
2026-07-01 13:57:50,678277,-0.047,-0.328,0.902,33.336,49.565,1.931,-35.55,30.35,-34.16,27.00,998.46,123.87
2026-07-01 13:57:50,678492,-0.283,-0.157,0.927,15.359,32.740,0.351,-27.07,41.31,-33.95,27.00,998.54,123.20
2026-07-01 13:57:51,678707,-0.305,-0.167,0.917,-3.893,4.443,1.084,-26.00,43.49,-32.77,27.00,998.49,123.62
2026-07-01 13:57:51,678922,-0.279,-0.190,0.923,-27.153,-38.618,0.550,-26.93,42.40,-33.15,27.00,998.49,123.62
2026-07-01 13:57:51,679137,-0.192,-0.260,0.909,-9.664,13.069,8.672,-31.68,37.95,-32.69,27.10,998.54,123.20
2026-07-01 13:57:51,679352,-0.247,-0.265,0.887,-16.473,2.718,9.122,-31.15,39.52,-32.59,27.10,998.49,123.62
2026-07-01 13:57:51,679567,-0.209,-0.320,0.903,-13.031,-26.863,-6.229,-32.45,39.55,-32.16,27.10,998.54,123.20
2026-07-01 13:57:52,679782,-0.066,-0.338,0.920,12.160,-13.267,-12.458,-34.88,33.60,-33.81,27.20,998.49,123.62
2026-07-01 13:57:52,679997,0.198,-0.708,1.085,13.122,-250.137,67.725,-36.56,21.01,-35.87,27.20,998.51,123.45
2026-07-01 13:57:52,680212,0.904,0.028,0.473,81.786,-92.954,10.511,-16.03,-18.93,-28.43,27.20,998.60,122.69
2026-07-01 13:57:52,680427,0.262,-0.291,0.973,-132.099,250.130,-94.695,-36.51,14.75,-37.15,27.20,998.54,123.20
2026-07-01 13:57:53,680642,0.133,-0.416,0.977,3.885,-110.084,-49.092,-40.37,17.68,-35.68,27.30,998.60,122.69
2026-07-01 13:57:53,680857,0.198,-0.532,0.781,-171.893,113.771,-51.084,-47.87,8.64,-29.01,27.30,998.43,124.12
2026-07-01 13:57:53,681072,0.223,-0.604,0.744,67.931,-41.145,-51.168,-49.65,2.69,-25.63,27.30,998.54,123.20
2026-07-01 13:57:53,681287,0.631,-0.116,0.635,85.534,-2.802,-57.695,-26.43,-18.29,-29.47,27.30,998.46,123.87
2026-07-01 13:57:53,681502,0.457,-0.113,0.777,-35.252,36.962,74.267,-33.47,-15.63,-28.11,27.30,998.51,123.45
2026-07-01 13:57:54,681717,0.407,-0.164,1.021,183.443,55.435,4.412,-31.68,-1.44,-37.87,27.30,998.46,123.87
2026-07-01 13:57:54,681932,0.474,-0.251,1.588,31.954,-23.344,41.115,-15.01,2.00,-42.56,27.40,998.51,123.45
2026-07-01 13:57:54,682147,0.483,0.089,0.862,13.908,13.542,2.244,-17.41,-7.89,-40.24,27.40,998.51,123.45
2026-07-01 13:57:54,682362,0.479,0.034,0.976,85.534,78.443,-82.061,-9.15,-1.63,-47.76,27.40,998.51,123.45
2026-07-01 13:57:55,682577,-0.050,0.356,0.589,-42.389,5.649,-199.580,6.00,-3.84,-54.35,27.40,998.48,123.70
2026-07-01 13:57:55,682792,0.031,0.532,0.521,13.443,40.000,-15.527,2.91,27.79,-42.08,27.40,998.48,123.70
2026-07-01 13:57:55,683007,0.059,0.676,0.705,2.321,-0.084,-2.260,5.95,27.31,-41.87,27.40,998.57,122.95
2026-07-01 13:57:55,683222,0.076,0.705,0.682,14.130,-1.802,-9.542,7.41,28.03,-40.37,27.40,998.57,122.95
2026-07-01 13:57:55,683437,0.042,0.744,0.676,20.473,-5.557,4.435,8.48,28.56,-39.89,27.40,998.51,123.45
2026-07-01 13:57:56,683652,0.105,0.742,0.616,39.962,-4.847,-14.260,10.83,29.41,-37.76,27.40,998.54,123.20
2026-07-01 13:57:56,683867,0.311,1.025,1.193,19.802,-34.229,24.458,6.35,24.88,-43.12,27.40,998.51,123.45
2026-07-01 13:57:56,684082,-0.077,0.567,0.609,63.061,56.412,82.351,10.96,14.88,-53.09,27.40,998.45,123.95
2026-07-01 13:57:56,684297,0.848,0.698,1.052,-126.130,-238.489,250.130,6.21,-7.33,-50.51,27.40,998.48,123.70
2026-07-01 13:57:56,684512,-2.000,-0.638,-0.885,-203.733,-250.137,250.130,-26.88,-25.60,-29.47,27.40,998.46,123.87
2026-07-01 13:57:57,684727,0.827,-1.582,0.412,-196.450,-140.374,191.817,-33.68,-28.69,-32.96,27.40,998.48,123.70
2026-07-01 13:57:57,684942,1.480,-0.517,0.413,34.618,80.389,11.282,-41.60,-45.95,-28.56,27.40,998.51,123.45
2026-07-01 13:57:57,685157,0.595,0.036,0.295,15.573,13.137,57.939,-69.65,-48.91,-22.11,27.40,998.51,123.45
2026-07-01 13:57:57,685372,1.857,-0.327,1.345,15.351,4.756,-37.855,-140.00,-230.16,-159.17,27.40,998.54,123.20
2026-07-01 13:57:58,685587,0.926,-0.968,0.264,26.557,3.817,-21.802,18.77,-465.63,-76.51,27.40,998.48,123.70
2026-07-01 13:57:58,685802,0.849,-0.567,0.661,3.168,31.405,42.153,101.65,-466.51,27.68,27.40,998.48,123.70
2026-07-01 13:57:58,686017,0.814,-0.448,0.317,-2.466,-38.573,8.374,34.96,-361.76,50.61,27.40,998.51,123.45
2026-07-01 13:57:58,686232,0.979,-0.441,0.581,39.420,-90.321,-50.794,79.84,-334.35,63.49,27.40,998.54,123.20
2026-07-01 13:57:58,686447,0.906,-0.341,0.644,17.053,4.397,-41.740,89.23,-315.44,49.89,27.40,998.60,122.69
2026-07-01 13:57:59,686662,0.876,-0.344,0.523,-5.664,25.008,-48.107,52.27,-297.41,41.63,27.40,998.57,122.95
2026-07-01 13:57:59,686877,1.022,-0.179,0.792,7.817,57.725,-5.115,20.93,-274.24,23.23,27.40,998.60,122.69
2026-07-01 13:57:59,687092,0.729,-0.025,0.692,31.725,31.466,-10.061,18.00,-289.87,25.07,27.40,998.48,123.70
2026-07-01 13:57:59,687307,0.664,0.118,0.457,-9.687,-10.626,58.206,24.88,-292.51,12.43,27.40,998.54,123.20
2026-07-01 13:57:59,687522,0.892,0.064,0.765,62.351,-7.756,-7.656,27.71,-258.19,13.87,27.40,998.48,123.70
2026-07-01 13:58:00,687737,0.599,0.213,0.751,3.824,56.298,11.802,34.11,-215.20,1.15,27.40,998.46,123.87
2026-07-01 13:58:00,687952,0.602,0.236,0.723,-11.008,25.466,8.504,33.87,-206.96,5.95,27.40,998.48,123.70
2026-07-01 13:58:00,688167,0.656,0.144,0.737,0.252,-10.031,-11.328,36.93,-203.57,9.60,27.40,998.48,123.70
2026-07-01 13:58:00,688382,0.834,0.305,0.516,-58.718,-109.802,-41.191,-22.64,-136.91,7.89,27.40,998.51,123.45
2026-07-01 13:58:01,688597,0.827,0.262,0.064,1.183,1.122,0.290,-34.21,-104.40,12.11,27.40,998.40,124.38
2026-07-01 13:58:01,688812,0.026,0.404,0.282,185.855,250.130,61.420,3.49,-164.75,-1.65,27.40,998.43,124.12
2026-07-01 13:58:01,689027,0.429,0.159,0.754,38.099,-34.267,7.069,212.59,-143.95,91.39,27.40,998.48,123.70
2026-07-01 13:58:01,689242,0.402,0.383,0.464,-9.008,-9.672,55.595,155.65,-104.59,42.19,27.40,998.51,123.45
2026-07-01 13:58:01,689457,0.538,0.335,1.207,-84.305,-17.489,40.733,150.88,-105.47,62.19,27.40,998.48,123.70
2026-07-01 13:58:02,689672,0.627,0.111,0.817,2.069,-10.542,29.901,130.16,-71.36,54.08,27.40,998.54,123.20
2026-07-01 13:58:02,689887,0.605,-0.034,0.909,-19.809,0.931,10.977,123.20,-48.51,55.12,27.40,998.51,123.45
2026-07-01 13:58:02,690102,0.662,-0.116,0.781,-12.176,9.847,18.076,113.68,-49.01,47.28,27.40,998.48,123.70
2026-07-01 13:58:02,690317,0.645,-0.138,0.827,-13.809,-17.718,5.015,114.67,-48.59,50.08,27.40,998.51,123.45
2026-07-01 13:58:02,690532,0.661,-0.192,0.782,-14.634,-7.794,13.656,126.40,-58.91,46.51,27.40,998.48,123.70
2026-07-01 13:58:03,690747,0.650,-0.250,0.760,-0.771,18.962,3.046,120.64,-61.33,47.17,27.40,998.46,123.87
2026-07-01 13:58:03,690962,0.614,-0.383,0.768,23.313,1.214,10.168,131.09,-75.39,39.04,27.40,998.57,122.95
2026-07-01 13:58:03,691177,0.418,-0.278,1.053,-22.466,-48.290,43.351,112.27,-35.44,46.29,27.40,998.54,123.20
2026-07-01 13:58:03,691392,0.584,-0.705,0.792,-27.412,-12.176,59.763,132.05,-19.73,63.28,27.40,998.63,122.44
2026-07-01 13:58:04,691607,0.866,-0.257,0.864,-68.947,4.931,2.092,226.40,-57.65,20.11,27.40,998.57,122.95
2026-07-01 13:58:04,691822,-0.926,0.310,0.526,-108.550,-146.344,132.458,203.20,82.35,75.28,27.40,998.46,123.87
2026-07-01 13:58:04,692037,0.308,0.499,0.620,22.817,-83.176,-69.092,67.73,50.24,40.13,27.40,998.51,123.45
2026-07-01 13:58:04,692252,0.382,0.469,0.256,113.489,14.023,12.924,33.97,26.24,6.88,27.40,998.63,122.44
2026-07-01 13:58:04,692467,0.613,0.754,-0.129,75.290,1.336,12.237,40.03,18.08,14.83,27.40,998.54,123.20
